Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",đ,Quả thuốc phiện tươi có khối lượng từ 50 kilôgam đến dưới 150 kilôgam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Quả thuốc phiện tươi có khối lượng từ 50 kilôgam đến dưới 150 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",e,Các chất ma túy khác ở thể rắn có khối lượng từ 100 gam đến dưới 300 gam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Các chất ma túy khác ở thể rắn có khối lượng từ 100 gam đến dưới 300 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",g,Các chất ma túy khác ở thể lỏng có thể tích từ 250 mililít đến dưới 750 mililít;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Các chất ma túy khác ở thể lỏng có thể tích từ 250 mililít đến dưới 750 mililít;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng 05 kilôgam trở lên;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng 05 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng 100 gam trở lên;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng 100 gam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 75 kilôgam trở lên;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 75 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",d,Quả thuốc phiện khô có khối lượng 600 kilôgam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Quả thuốc phiện khô có khối lượng 600 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",đ,Quả thuốc phiện tươi có khối lượng 150 kilôgam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Quả thuốc phiện tươi có khối lượng 150 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",e,Các chất ma túy khác ở thể rắn có khối lượng 300 gam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Các chất ma túy khác ở thể rắn có khối lượng 300 gam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",g,Các chất ma túy khác ở thể lỏng có thể tích 750 mililít trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Các chất ma túy khác ở thể lỏng có thể tích 750 mililít trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân:",h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 15 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,5.0,"Người phạm tội còn có thể bị phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.",,,"Người phạm tội còn có thể bị phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tiền,Cấm đảm nhiệm chức vụ; Cấm hành nghề; Phạt tiền,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,253.0,"Tội tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy",,1.0,"Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm:",a,"Đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm;","Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm: Đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt; sản xuất trái phép,Không xác định,Phạt tù từ 01 năm đến 06 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,253.0,"Tội tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy",,1.0,"Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm:",b,Tiền chất ở thể rắn có khối lượng từ 50 gam đến dưới 200 gam;,"Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm: Tiền chất ở thể rắn có khối lượng từ 50 gam đến dưới 200 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt; sản xuất trái phép,Không xác định,Phạt tù từ 01 năm đến 06 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,253.0,"Tội tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy",,1.0,"Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm:",c,Tiền chất ở thể lỏng có thể tích từ 75 mililít đến dưới 300 mililít.,"Người nào tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm: Tiền chất ở thể lỏng có thể tích từ 75 mililít đến dưới 300 mililít.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt; sản xuất trái phép,Không xác định,Phạt tù từ 01 năm đến 06 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,253.0,"Tội tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm: Có tổ chức;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 06 năm đến 13 năm,,Có tổ chức,,,,
